ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,Topic,Probability
519,Eu Era,musica519,musica519_trecho2,Me diz se adiantou alguma coisa Procurar alívio passageiro Beijar umas quatro ou cinco bocas Com beijos que não têm gosto de beijo,Marcos & Belutti,2017,23,https://www.letras.mus.br/marcos-belutti/eu-era/,-1,0.2548229271433815
519,Eu Era,musica519,musica519_trecho4,"Beijou a boca errada, lembrou da boca certa Entrou numa gelada, lembrou da minha coberta Sabe esse alguém perfeito que você tanto espera? Eu era, eu era",Marcos & Belutti,2017,27,https://www.letras.mus.br/marcos-belutti/eu-era/,-1,0.2888548352781328
519,Eu Era,musica519,musica519_trecho5,"Aí você se lembra que a gente se completa E vai voltar pra mim, se for um pouco esperta Porque esse alguém perfeito que você tanto espera Eu era, eu era Eu era",Marcos & Belutti,2017,33,https://www.letras.mus.br/marcos-belutti/eu-era/,-1,0.13720254801190435
519,Eu Era,musica519,musica519_trecho10,"Aí você se lembra que a gente se completa E vai voltar pra mim, se for um pouco esperta Porque esse alguém perfeito que você tanto espera Eu era, eu era",Marcos & Belutti,2017,31,https://www.letras.mus.br/marcos-belutti/eu-era/,-1,0.13720254801190424
519,Eu Era,musica519,musica519_trecho12,"Aí você se lembra que a gente se completa E vai voltar pra mim, se for um pouco esperta Porque esse alguém perfeito que você tanto espera Eu era, eu era, eu era Eu era",Marcos & Belutti,2017,35,https://www.letras.mus.br/marcos-belutti/eu-era/,-1,0.13720254801190457
405,Eu Gosto Assim (part. Mari Fernandez),musica405,musica405_trecho1,Tem gente que não quer amor Só gosta do calor Que faz embaixo do lençol Que chega ainda tem Lua Passa a noite toda nua E vaza no nascer do Sol,Gustavo Mioto,2024,31,https://www.letras.mus.br/gustavo-mioto/eu-gosto-assim-part-mari-fernandez/,-1,0.29983002847157825
999,Eu Ligo Pra Você,musica999,musica999_trecho3,Tô gritando socorro Meu único pedido Aquele amor gostoso Faz de novo comigo Quero sentir seu cheiro Ver o seu corpo suar Então atende o celular,Zé Neto e Cristiano,2015,26,https://www.letras.mus.br/ze-neto-cristiano/eu-ligo-pra-voce/,-1,0.022040789120356896
558,Eu Menti,musica558,musica558_trecho3,"Muitas, muitas, muitas vezes O meu corpo é seu Mas meu coração ainda é dele",Simone Mendes,2025,15,https://www.letras.mus.br/simone-mendes/eu-menti/,-1,0.26028941971918484
558,Eu Menti,musica558,musica558_trecho6,"Muitas, muitas, muitas vezes O meu corpo é seu Mas meu coração",Simone Mendes,2025,12,https://www.letras.mus.br/simone-mendes/eu-menti/,-1,0.2602894197191845
1243,Eu Não Merecia Isso,musica1243,musica1243_trecho1,Que burrice você fez Destruiu os nossos planos Em troca de uma noite no motel Esqueceu da nossa linda lua de mel,Luan Santana,2015,22,https://www.letras.mus.br/luan-santana/eu-nao-merecia-isso/,-1,0.19965240659125227
1243,Eu Não Merecia Isso,musica1243,musica1243_trecho2,"Que burrice você fez Foi bem mais que desumano O nosso casamento era tão lindo Eu não esperava isso de você, não",Luan Santana,2015,22,https://www.letras.mus.br/luan-santana/eu-nao-merecia-isso/,-1,0.13754521475961778
1168,Eu Não Quero Casar,musica1168,musica1168_trecho1,"Eu tenho um amigo que chora e reclama Que, de sexta a domingo, sua balada é na cama Vendo os seus amigos que ainda estão solteiros Saindo todo dia, bebendo o dia inteiro, uôuô",Thiago Matheus,2017,34,https://www.letras.mus.br/thiagomatheus/eu-nao-quero-casar/,-1,0.06520513786035398
1168,Eu Não Quero Casar,musica1168,musica1168_trecho2,"Mas não adianta avisar, pois quem quer casar Não quer escutar e quer pagar o preço Depois não adianta chorar e nem reclamar Quem quer casar escuta este conselho",Thiago Matheus,2017,29,https://www.letras.mus.br/thiagomatheus/eu-nao-quero-casar/,-1,0.14204422548484896
1168,Eu Não Quero Casar,musica1168,musica1168_trecho3,"Eu não quero casar, eu não quero casar Eu não quero casar, eu não quero casar Eu vou pro bar, bar bar bar bar bar bar bar bar bar bar bar bar Eu vou pro bar, bar bar bar bar bar bar bar bar bar bar bar bar",Thiago Matheus,2017,48,https://www.letras.mus.br/thiagomatheus/eu-nao-quero-casar/,-1,0.0578136535199979
1168,Eu Não Quero Casar,musica1168,musica1168_trecho6,"Mas não adianta avisar, pois quem quer casar Não quer escutar e quer pagar o preço Depois não adianta chorar e nem reclamar Pois quem quer casar escuta este conselho",Thiago Matheus,2017,30,https://www.letras.mus.br/thiagomatheus/eu-nao-quero-casar/,-1,0.14204422548484896
1168,Eu Não Quero Casar,musica1168,musica1168_trecho8,Mas meu amigo conseguiu fugir E tá solteiro só por um dia Mas sua mulher já descobriu E acabou com sua alegria,Thiago Matheus,2017,22,https://www.letras.mus.br/thiagomatheus/eu-nao-quero-casar/,-1,0.15592563167442486
1168,Eu Não Quero Casar,musica1168,musica1168_trecho11,"Eu não quero casar, eu não quero casar Eu não quero casar, eu não quero casar",Thiago Matheus,2017,16,https://www.letras.mus.br/thiagomatheus/eu-nao-quero-casar/,-1,0.05781365351999812
1264,Eu Não Sou de Ninguém,musica1264,musica1264_trecho1,Eu não sou de ninguém Não quero ninguém Dei férias pro meu coração,Humberto e Ronaldo,2012,13,https://www.letras.mus.br/humberto-ronaldo/eu-nao-sou-de-ninguem/,-1,0.02764915643427701
1264,Eu Não Sou de Ninguém,musica1264,musica1264_trecho3,Sete dias da semana Sete festa pra curtir Sete bocas pra beijar Sete noites sem dormir,Humberto e Ronaldo,2012,16,https://www.letras.mus.br/humberto-ronaldo/eu-nao-sou-de-ninguem/,-1,0.1257032204230919
1563,Eu Não Vou Aceitar,musica1563,musica1563_trecho1,"Aceito tudo de você, Tiro de mim só pra te dar prazer Troco meu jogo por novela Meu futebol por cem mil rosas amarelas Perde a cabeça sempre que eu esqueço O dia e o mês do primeiro beijo E no banheiro sempre reclama Do meu jeito de menino que só te ama Meu sentimento não te engana...",Bruno & Marrone,2012,58,https://www.letras.mus.br/bruno-e-marrone/eu-nao-vou-aceitar/,-1,0.0523551324765088
1563,Eu Não Vou Aceitar,musica1563,musica1563_trecho2,"Você não pode saber, Que sou nada sem você e se você partir",Bruno & Marrone,2012,13,https://www.letras.mus.br/bruno-e-marrone/eu-nao-vou-aceitar/,-1,0.1927068783815714
1138,Eu Quero Ser Teu Sol,musica1138,musica1138_trecho3,Eu quero ser teu sol Eu quero ser teu ar Sua respiração A fonte desse amor Veio do seu olhar Direto pro coração,Jorge & Mateus,2012,23,https://www.letras.mus.br/jorge-mateus/eu-quero-ser-o-teu-sol/,-1,0.5402962649779635
1138,Eu Quero Ser Teu Sol,musica1138,musica1138_trecho7,A fonte desse amor Veio do seu olhar Direto pro coração,Jorge & Mateus,2012,11,https://www.letras.mus.br/jorge-mateus/eu-quero-ser-o-teu-sol/,-1,0.06795187419177484
646,Eu Quero Só Você,musica646,musica646_trecho1,O que todos querem é só separar nós dois Você é o que eu quero e vou continuar te amando Eu não tô nem aí pro que os outros vão dizer O que a gente sente ninguém tem nada a ver,Jorge & Mateus,2012,41,https://www.letras.mus.br/jorge-mateus/1938456/,-1,0.08256045068915485
646,Eu Quero Só Você,musica646,musica646_trecho2,"Sei que andam falando que eu não sirvo pra você Dizem que eu não presto, só me meto em confusão Querem nos afastar e acabar com nosso amor Tirar você de mim",Jorge & Mateus,2012,32,https://www.letras.mus.br/jorge-mateus/1938456/,-1,0.05781365351999779
646,Eu Quero Só Você,musica646,musica646_trecho3,O nosso amor Todos querem por um fim Querem nos afastar Tirar você de mim O nosso amor Todos querem por um fim Querem nos afastar Tirar você de mim,Jorge & Mateus,2012,30,https://www.letras.mus.br/jorge-mateus/1938456/,-1,0.06389617125699565
1565,Eu Quero Você Só Pra Mim,musica1565,musica1565_trecho1,"Eu me perco nesse seu olhar Fico bobo só de imaginar seu corpo com o meu se encontrar Nosso amor é pura magia, te busco todos os dias Minha vida é só pra te amar Eu não sei se tem outra paixão e nem quero saber Vou ser dono do seu coração Menina, você pode escrever",Marcos e Fernando,2009,56,https://www.letras.mus.br/marcos-e-fernando/1508638/,-1,0.18606923149919874
1150,Eu Respiro Você,musica1150,musica1150_trecho1,"O tempo para, não sei por que Quando estou perto de você Um sentimento que me faz bem Ao teu lado, não preciso de ninguém",Jorge & Mateus,2009,25,https://www.letras.mus.br/jorge-mateus/1486840/,-1,0.11431752635776149
1150,Eu Respiro Você,musica1150,musica1150_trecho2,"Quando eu te chamo, você responde E eu me perco se você se esconde Se tenho forças, são todas suas Eu sem você sou como um céu sem lua",Jorge & Mateus,2009,29,https://www.letras.mus.br/jorge-mateus/1486840/,-1,0.1927068783815714
1150,Eu Respiro Você,musica1150,musica1150_trecho4,"Sigo vivendo você Vivo pra poder te ter Meu ar, tô precisando respirar Mas sem você não consigo",Jorge & Mateus,2009,18,https://www.letras.mus.br/jorge-mateus/1486840/,-1,0.19270687838157174
1150,Eu Respiro Você,musica1150,musica1150_trecho5,"Vivo pensando em você É impossível te esquecer Meu bem, eu sem você não sou ninguém Te quero pra sempre comigo",Jorge & Mateus,2009,21,https://www.letras.mus.br/jorge-mateus/1486840/,-1,0.1927068783815713
68,Eu Sei de Cor,musica68,musica68_trecho2,"E todo esse caminho eu sei de cor Se eu não me engano, agora vai me deixar só O segundo passo é não me atender O terceiro é se arrepender Se o que dói em mim doesse em você",Marília Mendonça,2017,39,https://www.letras.mus.br/marilia-mendonca/eu-sei-de-cor/,-1,0.12155852456182414
68,Eu Sei de Cor,musica68,musica68_trecho3,"Deixa, deixa mesmo de ser importante Vai deixando a gente pra outra hora Vai tentar abrir a porta desse amor Quando eu tiver jogado a chave fora",Marília Mendonça,2017,27,https://www.letras.mus.br/marilia-mendonca/eu-sei-de-cor/,-1,0.1517835247753231
68,Eu Sei de Cor,musica68,musica68_trecho4,"Deixa, deixa mesmo de ser importante Vai deixando a gente pra outra hora E quando se der conta, já passou Quando olhar pra trás, já fui embora",Marília Mendonça,2017,27,https://www.letras.mus.br/marilia-mendonca/eu-sei-de-cor/,-1,0.29015331043557957
68,Eu Sei de Cor,musica68,musica68_trecho5,"E todo esse caminho, eu sei de cor Se eu não me engano, agora vai me deixar só O segundo passo é não me atender O terceiro é se arrepender Se o que dói em mim doesse em você",Marília Mendonça,2017,39,https://www.letras.mus.br/marilia-mendonca/eu-sei-de-cor/,-1,0.12155852456182414
1227,Eu Te Achei,musica1227,musica1227_trecho1,"Se queres saber Só vivo por existir você Pare de esconder Somos corpo e alma, pode crer",Gusttavo Lima,2011,17,https://www.letras.mus.br/gusttavo-lima/1763752/,-1,0.12017256728187997
1227,Eu Te Achei,musica1227,musica1227_trecho3,Dizer que ser só meu amor não vai rolar Na vida às vezes a gente tem que mostrar No mundo eu te achei e você me escolheu Não jogue fora o seu destino Se o seu amor sou eu,Gusttavo Lima,2011,39,https://www.letras.mus.br/gusttavo-lima/1763752/,-1,0.036163750259253225
1472,Eu Te Amo e Open Bar,musica1472,musica1472_trecho1,Tudo o que eu quero ouvir: Eu te amo e open bar,Michel Teló,2011,12,https://www.letras.mus.br/michel-telo/1993671/,-1,0.05664383275822671
1472,Eu Te Amo e Open Bar,musica1472,musica1472_trecho3,"Eee, eê Eee, eá Tudo o que eu quero ouvir: Eu te amo e open bar",Michel Teló,2011,16,https://www.letras.mus.br/michel-telo/1993671/,-1,0.05664383275822649
1290,Eu Te Esperarei,musica1290,musica1290_trecho2,"Sem me dar conta, eu regresso, paro e penso E eu confesso, espero que o perdão esteja em sua mente Por isso eu rezo Eu sou sincero, eu te prometo, não me olha Depois que abrir essa porta Aí te digo: Se for, não volta E 7 de setembro a tua amiga me ligou me dizendo Que você tava morando perto dela E eu confesso, eu só queria te ver, ficar com você Pra te dizer, pra te dizer",Simone & Simaria,2013,79,https://www.letras.mus.br/simone-simaria-as-coleguinhas/eu-te-esperarei-1/,-1,0.06711683603681129
41,Eu Te Seguro,musica41,musica41_trecho3,"Você até despenteada, vestida ou desarrumada É linda de todos os ângulos E nem é de beleza só que eu tô falando Não tem porquê cê tá chorando",Panda Cantor,2025,28,https://www.letras.mus.br/panda-cantor/eu-te-seguro/,-1,0.13693926630708353
41,Eu Te Seguro,musica41,musica41_trecho4,"Vestida ou desarrumada Com humor ou emburrada E quando tiver caindo o seu mundo No dia em que se sentir insegura, eu te seguro",Panda Cantor,2025,24,https://www.letras.mus.br/panda-cantor/eu-te-seguro/,-1,0.1369392663070833
41,Eu Te Seguro,musica41,musica41_trecho7,"Vestida ou desarrumada Com humor ou emburrada E quando tiver caindo o seu mundo No dia em que se sentir insegura, eu te seguro Confia em mim",Panda Cantor,2025,27,https://www.letras.mus.br/panda-cantor/eu-te-seguro/,-1,0.13693926630708353
1366,Eu Tentei (part. Mateus),musica1366,musica1366_trecho1,"Alta madrugada, eu aqui sem sono Por todos os lugares, escrevo o seu nome Já procurei pro sul, já procurei pro norte E não te encontrei O sol já vai surgindo, mais um dia está por vir Vejo as flores num jardim, sigo sem você aqui Mas não, não acabou não",Matheus & Kauan,2012,51,https://www.letras.mus.br/matheus-kauan/1746810/,-1,0.2970873116156375
1366,Eu Tentei (part. Mateus),musica1366,musica1366_trecho3,"Alta madrugada, eu aqui sem sono Por todos os lugares, escrevo o seu nome Já procurei pro sul, já procure pro norte E não te encontrei O sol já vai surgir mais um dia esta por vir Vejo as flores num jardim, sigo sem você aqui Mas não, não acabou não Tudo que a brisa leva Um dia volta com o vento Sinto uma coisa muito forte É o fim do sofrimento",Matheus & Kauan,2012,72,https://www.letras.mus.br/matheus-kauan/1746810/,-1,0.2970873116156373
1353,"Eu Vou Contar Procêis (part. Jorge e Mateus, Gusttavo Lima e Israel Novaes)",musica1353,musica1353_trecho1,"Eu vou contar pro cêis, eu vou contar pro cêis A história de um amor, de tudo que ela me fez Eu vou contar pro cêis, eu vou contar pro cêis A história de um amor, de tudo que ela me fez",Humberto e Ronaldo,2012,42,https://www.letras.mus.br/humberto-ronaldo/eu-vou-contar-pro-ceis/,-1,0.2884559237572637
1353,"Eu Vou Contar Procêis (part. Jorge e Mateus, Gusttavo Lima e Israel Novaes)",musica1353,musica1353_trecho10,"Eu vou contar pro cêis, eu vou contar pro cêis A história de um amor, de tudo que ela me fez Eu vou contar pro cêis, eu vou contar pro cêis A história de um amor, de tudo que ela me fez A história de um amor, de tudo que ela me fez",Humberto e Ronaldo,2012,53,https://www.letras.mus.br/humberto-ronaldo/eu-vou-contar-pro-ceis/,-1,0.28845592375726337
1353,"Eu Vou Contar Procêis (part. Jorge e Mateus, Gusttavo Lima e Israel Novaes)",musica1353,musica1353_trecho12,Pensa no mal que ela me faz Pensa no que ela foi capaz Agora vou compra uma Dodge Ram Vou ficar cheio das fãs Igual o Israel Novaes,Humberto e Ronaldo,2012,28,https://www.letras.mus.br/humberto-ronaldo/eu-vou-contar-pro-ceis/,-1,0.1600336562835053
1182,Eu Vou Pegar Você e Tãe,musica1182,musica1182_trecho2,"Você passa por mim, finge que não me vê Eu fico aqui sonhando, apaixonado por você Que não olha pra mim, que nunca me dá bola Tô me acabando todo enquanto você rebola",Munhoz & Mariano,2011,33,https://www.letras.mus.br/munhoz-mariano/1990026/,-1,0.11357117495967572
1182,Eu Vou Pegar Você e Tãe,musica1182,musica1182_trecho3,"Só anda perfumada, blusinha coladinha Marquinha de biquíni e sainha bem curtinha E eu alucinado, louquinho de tesão Não sei o que fazer para ganhar seu coração",Munhoz & Mariano,2011,27,https://www.letras.mus.br/munhoz-mariano/1990026/,-1,0.2909204613298255
1182,Eu Vou Pegar Você e Tãe,musica1182,musica1182_trecho4,Mas se um dia você vacilar E eu chegar bem perto de você Vou prender você na minha rede Você vai ver o que é que eu vou fazer,Munhoz & Mariano,2011,29,https://www.letras.mus.br/munhoz-mariano/1990026/,-1,0.06619607397359395
1552,Eu Vou Te Buscar (part. Hungria),musica1552,musica1552_trecho1,Fernando de Noronha não tem mais o mesmo brilho sem você aqui As noites de Goiânia ficam até sem graça com você longe de mim,Gusttavo Lima,2018,25,https://www.letras.mus.br/gusttavo-lima/eu-vou-te-buscar/,-1,0.1927068783815713
1552,Eu Vou Te Buscar (part. Hungria),musica1552,musica1552_trecho2,"Amazonas fica preto e branco Até o Rio de Janeiro perde o seu calor Fica triste até o carnaval de Salvador Sem você, sem você",Gusttavo Lima,2018,25,https://www.letras.mus.br/gusttavo-lima/eu-vou-te-buscar/,-1,0.1962345871575557
