ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,Topic,Probability
582,O Bilau,musica582,musica582_trecho6,Me perguntando onde pus o meu Bilau Fala pra nós deixa de enconder o jogo A gente pede e abre a porteira agora Põe o Bilau pra fora pra gente montar denovo,Teodoro e Sampaio,2011,32,https://www.letras.mus.br/teodoro-e-sampaio/1961233/,-1,0.28988536997971637
770,O Cavaco Vuou,musica770,musica770_trecho9,"Eu vendi um canário que canta e um que não canta eu vendi muito bem O que canta eu vendi por cinquenta e o que não canta eu vendi por cem Perguntaram qual a diferença, por que o que não canta teve mais valor? O que canta pega a moda pronta, mas o que não canta é o compositor",Gino e Geno,2017,59,https://www.letras.mus.br/gino-e-geno/o-cavaco-vuou/,-1,0.17994954285155074
479,O Céu Explica Tudo,musica479,musica479_trecho1,"Eu amarrotei tantos lençóis Era só eu, nunca era nós Me dava bem no singular",Henrique & Juliano,2017,15,https://www.letras.mus.br/henrique-e-juliano/o-ceu-explica-tudo/,-1,0.2669360429659492
479,O Céu Explica Tudo,musica479,musica479_trecho2,"Bastou uma noite, um beijo na boca Um: Fica comigo pra vida toda? Nós dois sem roupa olhando pro céu Imaginando a gente de terno e véu",Henrique & Juliano,2017,27,https://www.letras.mus.br/henrique-e-juliano/o-ceu-explica-tudo/,-1,0.09907085710431696
269,O Defensor,musica269,musica269_trecho1,"Mais uma vez, ele te feriu É a última vez Que ele vai por a mão em você Te machucar, fazer sangrar Te humilhar, fazer chorar seu coração",Zezé Di Camargo & Luciano,2015,28,https://www.letras.mus.br/zeze-di-camargo-e-luciano/o-defensor/,-1,0.11495381115238468
269,O Defensor,musica269,musica269_trecho3,"Estou aqui, seu defensor Eu vim pra te buscar, eu vou te amar E onde ele bateu, eu vou te beijar Eu só quero curar suas feridas",Zezé Di Camargo & Luciano,2015,27,https://www.letras.mus.br/zeze-di-camargo-e-luciano/o-defensor/,-1,0.022040789120356785
269,O Defensor,musica269,musica269_trecho5,"Porque eu sou seu anjo Seu defensor, te amo E enquanto eu tiver vivo Eu vou te defender, meu amor Nunca mais ele vai te bater",Zezé Di Camargo & Luciano,2015,26,https://www.letras.mus.br/zeze-di-camargo-e-luciano/o-defensor/,-1,0.22654111252788844
1054,Ô Linda,musica1054,musica1054_trecho2,"Ô moça, o que é que cê tem? Que faz coração dar uns treco De perto parece que tô querendo De longe parece que eu tô de perto",Diego e Victor Hugo,2025,28,https://www.letras.mus.br/diego-victor-hugo/o-linda/,-1,0.3338666779184635
1054,Ô Linda,musica1054,musica1054_trecho3,"Eu posso levar um fora Mas vai que cê fala: Bora O que eu não posso é ficar parado Se eu arranco um sorriso seu É meio beijo dado, uôuôuô, ô",Diego e Victor Hugo,2025,31,https://www.letras.mus.br/diego-victor-hugo/o-linda/,-1,0.04925254144547808
1054,Ô Linda,musica1054,musica1054_trecho7,Eu posso levar um fora Mas vai que cê fala: Bora O que eu não posso é ficar parado Se eu arranco um sorriso seu É meio beijo dado,Diego e Victor Hugo,2025,29,https://www.letras.mus.br/diego-victor-hugo/o-linda/,-1,0.04925254144547819
672,O Menino da Porteira,musica672,musica672_trecho3,Nos caminhos desta vida muito espinho eu encontrei Mas nenhum calou mais fundo Do que isso que eu passei Na minha viagem de volta qualquer coisa eu cismei Vendo a porteira fechada o menino eu não avistei,Daniel,2009,37,https://www.letras.mus.br/daniel/1451336/,-1,0.1302078562829435
245,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica245,musica245_trecho2,Não foi coincidência encontrar contigo Talvez seja o nosso destino Eu quero dormir outra vez em teu peito E depois acordar com seus beijos,Hugo & Guilherme,2024,24,https://www.letras.mus.br/hugo-guilherme/o-meu-coracao-em-suas-maos-part-maiara-e-maraisa/,-1,0.2639216503641476
245,O Meu Coração Em Suas Mãos (Colgando en tus manos) (part. Maiara e Maraisa),musica245,musica245_trecho3,Teu sexto sentido ainda sonha comigo Sei que logo estaremos unidos Teu sorriso travesso ainda vive comigo Nós estamos no mesmo caminho,Hugo & Guilherme,2024,22,https://www.letras.mus.br/hugo-guilherme/o-meu-coracao-em-suas-maos-part-maiara-e-maraisa/,-1,0.2639216503641476
723,O Mundo É Tão Pequeno,musica723,musica723_trecho3,"E graças a Deus que o seu amor não me fez tão mal E o meu coração ainda bate igual E a gente se encontra em outro Carnaval O mundo é tão pequeno, afinal O mundo é tão pequeno, afinal",Jorge & Mateus,2009,40,https://www.letras.mus.br/jorge-mateus/1446997/,-1,0.25889089987754876
468,O Nosso Santo Bateu,musica468,musica468_trecho1,"Às vezes acho que devia te dizer mais vezes Que te amo e que te quero mais que qualquer coisa Por essa noite vem morar aqui, aqui, vem",Matheus & Kauan,2016,28,https://www.letras.mus.br/matheus-kauan/nosso-santo-bateu/,-1,0.05664383275822693
656,O Que Cê Vai Fazer,musica656,musica656_trecho1,O que cê vai fazer quando ele não tiver mais vinte e poucos anos? O que cê vai fazer quando acabar esse desejo insano? E quando perceber que o jeito dele já não bate mais com o seu? Tava tão na cara que ele não ia dar o que prometeu,Fernando e Sorocaba,2013,50,https://www.letras.mus.br/fernando-sorocaba/o-que-ce-vai-fazer/,-1,0.20168683888096728
656,O Que Cê Vai Fazer,musica656,musica656_trecho3,"As razões que me impedem de estar com você Vai além de te amar, vai além do querer Vai saber, vai saber",Fernando e Sorocaba,2013,22,https://www.letras.mus.br/fernando-sorocaba/o-que-ce-vai-fazer/,-1,0.34257372393797847
656,O Que Cê Vai Fazer,musica656,musica656_trecho4,"Já não somos tão jovens pra enlouquecer Nem tão velhos pra ver nosso sonho morrer Vai saber, vai saber Não consegui te esquecer",Fernando e Sorocaba,2013,23,https://www.letras.mus.br/fernando-sorocaba/o-que-ce-vai-fazer/,-1,0.17640706948439344
656,O Que Cê Vai Fazer,musica656,musica656_trecho5,O que cê vai fazer quando ele não ouvir mais o seu coração? E se ele não sentir mais nem vontade de segurar sua mão? E quando a rotina começar a te enlouquecer Vai lembrar que sou o único que poderia te surpreender,Fernando e Sorocaba,2013,43,https://www.letras.mus.br/fernando-sorocaba/o-que-ce-vai-fazer/,-1,0.03210488972009162
772,O Que Combina Comigo é Você,musica772,musica772_trecho1,O que combina com frio é cobertor O que combina com a noite é o luar Praia e mar só combinam com calor O que combina com festa é namorar,Zé Henrique & Gabriel,2010,30,https://www.letras.mus.br/ze-henrique-gabriel/1520525/,-1,0.04942517365822752
772,O Que Combina Comigo é Você,musica772,musica772_trecho2,"O que combina com sede é água doce O que combina com riso é prazer Primavera combina com as flores O que combina comigo é você Você, você, você",Zé Henrique & Gabriel,2010,29,https://www.letras.mus.br/ze-henrique-gabriel/1520525/,-1,0.2639216503641473
772,O Que Combina Comigo é Você,musica772,musica772_trecho3,"Todo anjo é cupido de alguém O anjo que te flechou me acertou também Uma flecha em dois corações Combinar como a gente combina Não tem ninguém Combinar como a gente combina, ninguém",Zé Henrique & Gabriel,2010,33,https://www.letras.mus.br/ze-henrique-gabriel/1520525/,-1,0.12320293716930042
874,O Que É Amor Pra Você,musica874,musica874_trecho1,"Respira fundo, eu tenho muito pra dizer Talvez você não consiga entender Mas dei o melhor de mim",Marília Mendonça,2015,18,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.13406826350520096
874,O Que É Amor Pra Você,musica874,musica874_trecho2,Nunca pensei que o fim seria assim tão perto Mas pra seguir sendo sincero Já esperei demais,Marília Mendonça,2015,17,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.29015331043557935
874,O Que É Amor Pra Você,musica874,musica874_trecho4,"E sei, acabei te assustando Todo dia um novo plano E você só queria um tempo Um momento, um instante de prazer",Marília Mendonça,2015,22,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.11808009181596235
874,O Que É Amor Pra Você,musica874,musica874_trecho5,"Então me diz, o que é amor pra você? Até agora não consigo entender Se eu fui o que muitos procuram",Marília Mendonça,2015,21,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.05021840443733505
874,O Que É Amor Pra Você,musica874,musica874_trecho6,"Então me diz, o que é amor pra você? Com quantos corações você vai ter que brincar? Quantos eu te amo você vai desperdiçar? Com seu amor aqui na sua frente Me diz o que é amor pra você",Marília Mendonça,2015,39,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.050218404437335384
874,O Que É Amor Pra Você,musica874,musica874_trecho11,Me diz o que é amor pra você Com quantos corações você vai ter que brincar? Quantos eu te amo você vai desperdiçar? Com seu amor aqui na sua frente Me diz o que é amor pra você,Marília Mendonça,2015,38,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.05021840443733516
874,O Que É Amor Pra Você,musica874,musica874_trecho12,Me diz o que é amor pra você,Marília Mendonça,2015,8,https://www.letras.mus.br/marilia-mendonca/o-que-e-amor-pra-voce/,-1,0.05021840443733505
329,O Que É Que Tem?,musica329,musica329_trecho3,E quando o Sol chegar A gente ama de novo A gente liga pro povo Fala que tá namorando E casa semana que vem,Jorge & Mateus,2012,24,https://www.letras.mus.br/jorge-mateus/o-que-e-que-tem/,-1,0.12021631851287973
329,O Que É Que Tem?,musica329,musica329_trecho9,E pra deixar acontecer A gente liga pro povo Fala que tá namorando E casa semana que vem,Jorge & Mateus,2012,18,https://www.letras.mus.br/jorge-mateus/o-que-e-que-tem/,-1,0.13181027962851122
1326,O Que Essa Moça Fez Aqui,musica1326,musica1326_trecho2,"Eu vivo no mato, só sei trabalhar Só lido com os bichos, não sei nem falar O que essa moça fez aqui? O que essa moça fez aqui?",João Carreiro & Capataz,2010,28,https://www.letras.mus.br/joao-carreiro-capataz/1979189/,-1,0.1610181213827473
1326,O Que Essa Moça Fez Aqui,musica1326,musica1326_trecho3,"Ela é formada lá no exterior Tamanha beleza, parece uma flor E o que essa moça fez aqui? O que essa moça fez aqui?",João Carreiro & Capataz,2010,24,https://www.letras.mus.br/joao-carreiro-capataz/1979189/,-1,0.14785732324756562
213,O Que Falta Em Você Sou Eu,musica213,musica213_trecho2,Não sei se você está bem Se está gostando de outro alguém O corte do cabelo tá do mesmo jeito Aparentemente tudo igual,Marília Mendonça,2015,23,https://www.letras.mus.br/marilia-mendonca/o-que-falta-em-voce-sou-eu/,-1,0.12869453540913645
213,O Que Falta Em Você Sou Eu,musica213,musica213_trecho3,Vi uma foto sua com aquela roupa Mas parecia que faltava alguma coisa Nos traços do sorriso deu pra perceber O que será que tá faltando em você?,Marília Mendonça,2015,28,https://www.letras.mus.br/marilia-mendonca/o-que-falta-em-voce-sou-eu/,-1,0.19886098222042192
213,O Que Falta Em Você Sou Eu,musica213,musica213_trecho7,Falando em saudade Vem buscar logo a sua metade,Marília Mendonça,2015,9,https://www.letras.mus.br/marilia-mendonca/o-que-falta-em-voce-sou-eu/,-1,0.17629326750163343
1304,O Que Os Olhos Não Veem,musica1304,musica1304_trecho1,"Talvez eu seja um pouco imaturo Talvez seja inseguro, resolvi me afastar Eu não sei me fazer indiferente E nem sou como essa gente que consegue disfarçar",Jorge & Mateus,2009,27,https://www.letras.mus.br/jorge-mateus/1447009/,-1,0.2987439103759447
1304,O Que Os Olhos Não Veem,musica1304,musica1304_trecho2,Não vou sorrir pra esconder a dor Quando se perde um amor se perde a direção Não vou fingir nem me fazer de forte Não fui eu quem tive a sorte de encontrar outra paixão,Jorge & Mateus,2009,35,https://www.letras.mus.br/jorge-mateus/1447009/,-1,0.027649156434276567
1220,O Tempo Não Apaga,musica1220,musica1220_trecho2,"O tempo não apaga, não desfaz O beijo que eu desejo sempre mais Não posso esquecer o seu olhar no meu Eu sei que o nosso amor ainda não morreu",Victor & Leo,2013,30,https://www.letras.mus.br/victor-leo/o-tempo-nao-apaga/,-1,0.04619245437586672
1371,Obrigado por Estragar Tudo,musica1371,musica1371_trecho1,Você fez tudo que eu pedi pra não fazer E conseguiu me perder logo pra você Sabia que não ia me escutar Que sorte a minha te ver errar,Marília Mendonça,2019,29,https://www.letras.mus.br/marilia-mendonca/obrigada-por-estragar-tudo/,-1,0.16116518938164093
1371,Obrigado por Estragar Tudo,musica1371,musica1371_trecho3,"Tão dizendo por aí Que nunca se esquece um amor Vai com calma, espera aí O que foi mesmo que você falou?",Marília Mendonça,2019,22,https://www.letras.mus.br/marilia-mendonca/obrigada-por-estragar-tudo/,-1,0.03525047350620325
1324,"Oh, Delícia",musica1324,musica1324_trecho1,"Oh, delícia! oh, delícia! Vamos sair daqui pra conhecer o meu apê Oh, delícia! oh, delícia! A gente vai voltar antes do dia amanhecer",Henrique & Diego,2013,24,https://www.letras.mus.br/henrique-diego/oh-delicia/,-1,0.05445905536603746
1324,"Oh, Delícia",musica1324,musica1324_trecho2,"Ei, tá frio, que tal um beijo quente? Com gosto de pecado eu posso te fazer pirar Dança comigo, por favor, não se espante Não tenho compromisso Tô disponível pra ficar",Henrique & Diego,2013,31,https://www.letras.mus.br/henrique-diego/oh-delicia/,-1,0.26608143577406895
1324,"Oh, Delícia",musica1324,musica1324_trecho4,"Oh, delícia! oh, delícia! Vamos sair daqui pra conhecer o meu apê Oh, delícia! oh, delícia! A gente vai voltar antes do dia amanhecer Oh, delícia! oh, delícia! Vamos sair daqui pra conhecer o meu apê Oh, delícia! oh, delícia! A gente vai voltar antes do dia amanhecer",Henrique & Diego,2013,48,https://www.letras.mus.br/henrique-diego/oh-delicia/,-1,0.05445905536603768
1274,"Oh, Mamãe",musica1274,musica1274_trecho1,"Oh, mamãe, pode deixar e não precisa preocupar Eu volto cedo, quando o dia clarear Sou responsável e já sei o que fazer, ê ê",Thiago Brava,2013,25,https://www.letras.mus.br/thiago-brava/oh-mamae/,-1,0.03930940213365297
1274,"Oh, Mamãe",musica1274,musica1274_trecho2,"Oh mamãe, hoje a certeza absolut, você vai ver Sou comportado e não posso dar PT Amanhã cedo eu preciso trabalhar E nem precisa perguntar como é que eu vou",Thiago Brava,2013,30,https://www.letras.mus.br/thiago-brava/oh-mamae/,-1,0.03930940213365275
1274,"Oh, Mamãe",musica1274,musica1274_trecho3,"Eu vou, eu vou Tá indo eu, o Jhonny, o Black, o Red, o Zé Aquele mexicano que tá sempre com mulher Que deixa o povo louco sem saber aonde tá, ah ah",Thiago Brava,2013,33,https://www.letras.mus.br/thiago-brava/oh-mamae/,-1,0.14974308964440752
1274,"Oh, Mamãe",musica1274,musica1274_trecho4,"Oh, mamãe, fica de boa que seu filho vai chegar E se por acaso o meu velho perguntar Fala que tá tudo sossegado e já cheguei",Thiago Brava,2013,26,https://www.letras.mus.br/thiago-brava/oh-mamae/,-1,0.03930940213365275
837,Oi,musica837,musica837_trecho3,"E se um dia você me chamar Pra conversar debaixo de uma árvore E me contar que se apaixonou por alguém? É esse dia aí, justamente esse dia Eu não quero que aconteça Então, só amizade, esqueça",Léo Magalhães,2017,37,https://www.letras.mus.br/leo-magalhaes/oi/,-1,0.24339182162612927
837,Oi,musica837,musica837_trecho4,E toda vez que você me disser oi Eu vou responder só oi Com o meu peito gritando: Te amo (te amo) Toda vez que você me disser oi Eu vou responder só oi Com o meu peito gritando: Te amo,Léo Magalhães,2017,41,https://www.letras.mus.br/leo-magalhaes/oi/,-1,0.19030278331898642
837,Oi,musica837,musica837_trecho7,E toda vez que você me disser oi Eu vou responder só oi Com o meu peito gritando: Te amo (te amo) E toda vez que você me disser oi Eu vou responder só oi Com o meu peito gritando: Te amo,Léo Magalhães,2017,42,https://www.letras.mus.br/leo-magalhaes/oi/,-1,0.1903027833189863
86,Oi Balde,musica86,musica86_trecho2,"Eu já borrei batons pela cidade Mas nada apaga minha saudade Eu tento, mas não acho alguém do nível Só acho amor incompatível",Zé Neto e Cristiano,2023,23,https://www.letras.mus.br/ze-neto-cristiano/oi-balde/,-1,0.027649156434276567
1467,Oitava Dose,musica1467,musica1467_trecho3,"Esperando a saudade sair do meu peito Ou alguém vir puxar a cadeira pra me consolar Mas tá demorando Eu já tô na sétima dose, pedindo a oitava sem gelo Pra ver se arranco um terço de você de mim",Matheus & Kauan,2017,40,https://www.letras.mus.br/matheus-kauan/oitava-dose/,-1,0.1408316981247527
1467,Oitava Dose,musica1467,musica1467_trecho4,"E a parte de você que sobrar vai me acompanhar Eu vou deixando um pouco em cada mesa que eu sentar Cada dose que eu tomar, cada boca que eu beijar Pode demorar, mas",Matheus & Kauan,2017,34,https://www.letras.mus.br/matheus-kauan/oitava-dose/,-1,0.1314537345553044
1467,Oitava Dose,musica1467,musica1467_trecho5,"E a parte de você que sobrar vai me acompanhar Eu vou deixando um pouco em cada mesa que eu sentar Cada dose que eu tomar, cada boca que eu beijar Pode demorar, mas ainda deixo de te amar",Matheus & Kauan,2017,39,https://www.letras.mus.br/matheus-kauan/oitava-dose/,-1,0.1314537345553043
107,Olha Onde Eu Tô,musica107,musica107_trecho1,"Você sabe que eu nunca escondi nada De onde eu vim e tudo o que eu gostava No nosso primeiro beijo, cê lembra que eu já tava traiada?",Ana Castela,2025,28,https://www.letras.mus.br/ana-castela/olha-onde-eu-to/,-1,0.15049683936752456
107,Olha Onde Eu Tô,musica107,musica107_trecho2,"Por mim, a gente ia até o final Mas cê tentou mudar meu jeito, então tchau Cê esqueceu por quem cê se apaixonou Ô-uô-uô, ô-uô-uô",Ana Castela,2025,25,https://www.letras.mus.br/ana-castela/olha-onde-eu-to/,-1,0.14656391816023717
107,Olha Onde Eu Tô,musica107,musica107_trecho5,"Você sabe que eu nunca escondi nada De onde eu vim e tudo o que eu postava No nosso primeiro beijo, cê lembra que eu já tava traiada?",Ana Castela,2025,28,https://www.letras.mus.br/ana-castela/olha-onde-eu-to/,-1,0.15049683936752478
195,Onde Anda Meu Amor,musica195,musica195_trecho1,"Onde anda, meu amor? Diga, por favor O que está fazendo agora Será que nunca me amou Também se enganou Está sozinha, agora chora",Léo Magalhães,2012,24,https://www.letras.mus.br/leo-magalhaes/onde-anda-meu-amor/,-1,0.2921703538140755
899,Onde Nasce o Sol,musica899,musica899_trecho2,Amanhã bem cedo Depois que o sol sorrir pro mundo Eu vou chorar do outro lado Sem ninguém Sem você,Bruninho e Davi,2014,20,https://www.letras.mus.br/bruninho-davi/onde-nasce-o-sol/,-1,0.2970873116156373
822,Online,musica822,musica822_trecho4,"Aí, se me manda um sorriso Já era todo meu juízo E a conversa termina Na minha cama ou na sua",Henrique & Juliano,2020,21,https://www.letras.mus.br/henrique-e-juliano/online/,-1,0.2226923732970717
1155,Os 10 Mandamentos do Amor,musica1155,musica1155_trecho1,"Os dez mandamentos do amor Para conquistar uma mulher Tem que ter carinho, tem que ter jeitinho Tem que dar aquilo que ela quer",Eduardo Costa,2013,24,https://www.letras.mus.br/eduardo-costa/os-10-mandamentos-do-amor/,-1,0.09378518158432969
1155,Os 10 Mandamentos do Amor,musica1155,musica1155_trecho4,"Preste atenção agora ao sexto mandamento Ela não vai te esquecer um só momento Repita a dose se sentir que ela gostou Na hora h, lhe chame de meu amor",Eduardo Costa,2013,30,https://www.letras.mus.br/eduardo-costa/os-10-mandamentos-do-amor/,-1,0.11722452215284695
97,Os Anjos Cantam,musica97,musica97_trecho2,É que nos meus sonhos você é linda Pessoalmente é mais linda ainda Nosso amor veio de outras vidas Eu vou te amar nas outras vidas que virão,Jorge & Mateus,2015,28,https://www.letras.mus.br/jorge-mateus/os-anjos-cantam-nosso-amor/,-1,0.5440378929804466
97,Os Anjos Cantam,musica97,musica97_trecho3,"É que você nasceu pra ser minha Vamos dividir uma casinha Uma cama, dormir de conchinha Deus abençoou a nossa união",Jorge & Mateus,2015,21,https://www.letras.mus.br/jorge-mateus/os-anjos-cantam-nosso-amor/,-1,0.5527481356473796
97,Os Anjos Cantam,musica97,musica97_trecho4,"E os anjos cantam nosso amor, ôuô, ôuô, ôuô E os anjos cantam nosso amor, ôuô, ôuô, ôuô E os anjos cantam",Jorge & Mateus,2015,22,https://www.letras.mus.br/jorge-mateus/os-anjos-cantam-nosso-amor/,-1,0.25769394905810017
97,Os Anjos Cantam,musica97,musica97_trecho6,É que nos meus sonhos você era linda Pessoalmente é mais linda ainda Nosso amor veio de outras vidas Eu vou te amar nas outras vidas que virão,Jorge & Mateus,2015,28,https://www.letras.mus.br/jorge-mateus/os-anjos-cantam-nosso-amor/,-1,0.5440378929804464
97,Os Anjos Cantam,musica97,musica97_trecho8,"E os anjos cantam nosso amor, ôuô, ôuô, ôuô E os anjos cantam nosso amor, ôuô, ôuô, ôuô E os anjos cantam nosso amor, ôuô, ôuô, ôuô E os anjos cantam nosso amor, ôuô, ôuô, ôuô E os anjos cantam nosso amor",Jorge & Mateus,2015,42,https://www.letras.mus.br/jorge-mateus/os-anjos-cantam-nosso-amor/,-1,0.2576939490581005
1433,Os Dias Vão,musica1433,musica1433_trecho2,Os dias vão E é só saudade de você no coração O telefone que não sai da minha mão Eu conto as horas pra você voltar pra mim Vou te amar Não importa o quanto eu tenha que esperar Deixei a porta aberta para você entrar de novo aqui No meu coração,Maria Cecília e Rodolfo,2010,52,https://www.letras.mus.br/maria-cecilia-rodolfo/1640522/,-1,0.15992108521550097
1297,Ou Some Ou Soma,musica1297,musica1297_trecho1,"Me diz o que você quer de mim Fala que tá sentindo saudade Que me ama, mas não é verdade",Jorge & Mateus,2016,20,https://www.letras.mus.br/jorge-mateus/ou-soma-ou-some/,-1,0.30957453469967455
1297,Ou Some Ou Soma,musica1297,musica1297_trecho3,"De repente, você aparece e o coração não obedece Se é pra sofrer, não quero te ver Sai da minha vida e vê se me esquece",Jorge & Mateus,2016,26,https://www.letras.mus.br/jorge-mateus/ou-soma-ou-some/,-1,0.08613884186189824
1297,Ou Some Ou Soma,musica1297,musica1297_trecho4,"Ou some ou soma, deixe de drama Eu já tô cansado de arriscar E quando eu começo a gostar",Jorge & Mateus,2016,19,https://www.letras.mus.br/jorge-mateus/ou-soma-ou-some/,-1,0.04290996733542274
1297,Ou Some Ou Soma,musica1297,musica1297_trecho5,"Aí você some, nem lembra o meu nome Depois volta querendo somar Desculpe, desse jeito assim não dá Pra amar, pra amar, pra amar",Jorge & Mateus,2016,24,https://www.letras.mus.br/jorge-mateus/ou-soma-ou-some/,-1,0.13716112714064976
1297,Ou Some Ou Soma,musica1297,musica1297_trecho10,"Aí você some, nem lembra o meu nome Depois volta querendo somar Desculpe, desse jeito assim não dá",Jorge & Mateus,2016,18,https://www.letras.mus.br/jorge-mateus/ou-soma-ou-some/,-1,0.13716112714064965
106,Outro Personagem,musica106,musica106_trecho1,"Horário avançado, estranho esse papo Quer desenterrar o passado Cheia de saudade, de intimidade Perigoso demais",Henrique & Juliano,2025,16,https://www.letras.mus.br/henrique-e-juliano/outro-personagem/,-1,0.3348785874433454
106,Outro Personagem,musica106,musica106_trecho2,Se eu disser que eu não tremi Eu tô mentindo e cê sabe Não é falta de vontade São outras prioridades Acho que cê voltou tarde,Henrique & Juliano,2025,26,https://www.letras.mus.br/henrique-e-juliano/outro-personagem/,-1,0.0861388418618978
1344,Pac Man,musica1344,musica1344_trecho1,Agora cê me atende Responde minhas mensagens Diz que tá sozinha e tá morrendo de saudade Antes de ficar comigo nunca me deu moral Agora tô bombando e com a pegada elas passam mal,Lucas Lucco,2013,34,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.08205110915381553
1344,Pac Man,musica1344,musica1344_trecho2,"A notícia se espalhou Sou bomberman, o estorado Lucas Lucco agora é o delícia da mulherada!",Lucas Lucco,2013,16,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.17610977428941255
1344,Pac Man,musica1344,musica1344_trecho3,Eu tô que nem o Bomberman Que nem o Bomberman Bum bum bum Eu tô que nem o Bomberman Que nem o Bomberman Bum bum bum Estourado com a mulherada!,Lucas Lucco,2013,30,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.034701156605773775
1344,Pac Man,musica1344,musica1344_trecho4,"Antes de ficar comigo Nunca me deu moral Agora conhecido, eu tô lindo, pegando geral Todos já sabem, tô estilo Pac Man Correndo atrás das lindas e Nhec nhec nhec",Lucas Lucco,2013,30,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.23524297029001962
1344,Pac Man,musica1344,musica1344_trecho5,Eu tô que nem o Pac Man Que nem o Pac Man Nhec nhec nhec Eu tô que nem o Pac Man Que nem o Pac Man Nhec nhec nhec,Lucas Lucco,2013,30,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.034701156605773775
1344,Pac Man,musica1344,musica1344_trecho6,Eu tô que nem o Bomberman Que nem o Bomberman Bum bum bummmm Eu tô que nem o Bomberman Que nem o Bomberman Bum bum bummmm,Lucas Lucco,2013,26,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.03470115660577422
1344,Pac Man,musica1344,musica1344_trecho7,Eu tô que nem o Pac Man Que nem o Pac Man Nhec nhec Eu tô que nem o Pac Man Que nem o Pac Man Nhec nhec nhec,Lucas Lucco,2013,29,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.034701156605774
1344,Pac Man,musica1344,musica1344_trecho8,Eu tô que nem o Bomberman Que nem o Bomberman Bum bum bummmm Eu tô que nem o Bomberman Que nem o Bomberman Bum bum bummm Bummm.,Lucas Lucco,2013,27,https://www.letras.mus.br/lucas-lucco/pac-man/,-1,0.034701156605773664
1179,Paga Pau,musica1179,musica1179_trecho3,"Se eu mando um xaveco, ela finge não ouvir Mas se eu grito: ""Olha a bruxa!"", vem discutir Sua psicologia tá um tanto quanto errada Ou me aceita de uma vez, ou tá danada!",Fernando e Sorocaba,2010,34,https://www.letras.mus.br/fernando-sorocaba/1439183/,-1,0.09615916117169154
866,Palácios e Castelos,musica866,musica866_trecho1,Te pedi que me levasse a sério Construí palácios e castelos Esperei por muito tempo antes de te ver,Luan Santana,2011,19,https://www.letras.mus.br/luan-santana/1779426/,-1,0.11699120684276298
866,Palácios e Castelos,musica866,musica866_trecho3,"A gente se conheceu na escola Eu pegando onda e jogando bola Você era modelo e adorava dançar Praia, cinema, festinhas no ar!",Luan Santana,2011,23,https://www.letras.mus.br/luan-santana/1779426/,-1,0.11030907759903064
866,Palácios e Castelos,musica866,musica866_trecho4,"Se tá com dor, eu sou doutor Tá com frio, eu sou calor Mando flores, dou beijinho em sua mão Se quer brincar de se esconder No escurinho eu e você É só pedir com o coração",Luan Santana,2011,37,https://www.letras.mus.br/luan-santana/1779426/,-1,0.12997172188037687
511,Palavras de Perdão,musica511,musica511_trecho1,"Culpada Eu mereço adjetivo de culpada Eu fui incompreensível, até chamei de drama os seus traumas",Marília Tavares,2024,16,https://www.letras.mus.br/marilia-tavares/palavras-de-perdao/,-1,0.19455759604924816
511,Palavras de Perdão,musica511,musica511_trecho2,Desculpa o meu ciúme em excesso E as vergonhas que te fiz passar no meio do povo Todas as vezes que eu te pisei com meu ego O que doeu em você Pode ter certeza que tá doendo em mim em dobro,Marília Tavares,2024,42,https://www.letras.mus.br/marilia-tavares/palavras-de-perdao/,-1,0.1945575960492486
998,Palhaça (part. Ana Castela),musica998,musica998_trecho2,"E tem a pegadora Que administra beijo Beija um na frente do palco, outro na fila do banheiro O batom 24 horas, na boca dela Dura 10 minuto e meio",Naiara Azevedo,2023,30,https://www.letras.mus.br/naiara-azevedo/palhaca-part-ana-castela/,-1,0.14457069201671502
998,Palhaça (part. Ana Castela),musica998,musica998_trecho4,"E tem eu, a emocionada Que planeja a vida na primeira cantada Que sente saudade de uma ficada Iludida não Palhaça",Naiara Azevedo,2023,21,https://www.letras.mus.br/naiara-azevedo/palhaca-part-ana-castela/,-1,0.2760239175097835
