ranking_posicao,musica,tag_musica,tag_trecho,ESTROFE,artista,ano,ntokens,url,topic
756,Pássaro Noturno,musica756,musica756_trecho6,"Que eu, eu Sou pássaro noturno, quer ser meu par? Procuro entender por que, iê Eu, sem você, já não durmo, nem sei voar (Sonhar) sonhar, viver, ê",Simone & Simaria,2014,28,https://www.letras.mus.br/simone-simaria-as-coleguinhas/passaro-noturno/,-1
756,Pássaro Noturno,musica756,musica756_trecho7,"Todo dia eu quero, todo dia espero Todo dia eu chamo, todo dia eu amo (eu amo) Só você, iê, iê E vai valer a pena mudar essa cena Viver o meu roteiro, amo o tempo inteiro Só você",Simone & Simaria,2014,39,https://www.letras.mus.br/simone-simaria-as-coleguinhas/passaro-noturno/,-1
745,Pátio do Posto,musica745,musica745_trecho1,"Enquanto eu pago a conta do quarto Cê vai secando seu cabelo molhado Logo em seguida, a gente vai sentido ao posto Onde você deixou seu carro",Zé Neto e Cristiano,2023,27,https://www.letras.mus.br/ze-neto-cristiano/patio-do-posto/,-1
745,Pátio do Posto,musica745,musica745_trecho10,Enquanto eu pago a conta do quarto Cê vai secando seu cabelo molhado,Zé Neto e Cristiano,2023,13,https://www.letras.mus.br/ze-neto-cristiano/patio-do-posto/,-1
965,Pecado de Amor,musica965,musica965_trecho1,"Me deixe aqui com a cabeça cheia de problemas Vou me resolver Sou complicada, louca, inconsequente Meus defeitos você finge que não vê Por me ver chorar Por me ver sofrer",Fátima Leão,2012,31,https://www.letras.mus.br/fatima-leao/1726286/,-1
477,Pedras,musica477,musica477_trecho4,"Por isso, para e pense Dá um tempo, se ajeite aqui comigo Não caminhe contra o vento Para não correr perigo Se essa dor doer em mim A metade é sua",Zezé Di Camargo,2022,31,https://www.letras.mus.br/zeze-di-camargo/pedras/,-1
521,Pega Esse Carro,musica521,musica521_trecho3,"Pega esse carro acelera fundo Vem na direção que dá direto pro meu mundo A cada pensada a gente perde um segundo Vem sem tomar banho, a gente toma banho junto Pega esse carro acelera fundo Vem na direção que dá direto pro meu mundo A cada pensada a gente perde um segundo Vem sem tomar banho, a gente toma banho junto",Marcos & Belutti,2025,62,https://www.letras.mus.br/marcos-belutti/pega-esse-carro/,-1
521,Pega Esse Carro,musica521,musica521_trecho7,Fala que cê já tá no caminho No Waze tá dando cinco Meu portão já tá abrindo E você já tá subindo igual minha libido Só não me deixa passar a vontade sozinho,Marcos & Belutti,2025,33,https://www.letras.mus.br/marcos-belutti/pega-esse-carro/,-1
521,Pega Esse Carro,musica521,musica521_trecho8,"Pega esse carro acelera fundo Vem na direção que dá direto pro meu mundo A cada pensada a gente perde um segundo Vem sem tomar banho, a gente toma banho junto Vem sem tomar banho, a gente toma banho junto",Marcos & Belutti,2025,40,https://www.letras.mus.br/marcos-belutti/pega-esse-carro/,-1
1385,Pegada Que Desgrama,musica1385,musica1385_trecho1,Não quero mais Tô vendo que a gente não tá dando certo Fala demais E ainda joga na cara que eu nunca presto,Naiara Azevedo,2017,23,https://www.letras.mus.br/naiara-azevedo/pegada-que-desgrama/,-1
